Scientific,TipLabel,English,Taxonomy,Patch Clade,BLFamilyLatin,BLFamilyEnglish,FamSequID,Order,OscSubOsc,Jarvis_patch,Jarvis_superorder,Notes
Ninox philippensis,Ninox_philippensis,Philippine Hawk-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox punctulata,Ninox_punctulata,Speckled Hawk-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox rudolfi,Ninox_rudolfi,Sumba Boobook,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox rufa,Ninox_rufa,Rufous Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ninox ios,Ninox_ios,Cinnabar Hawk-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus mayottensis,Otus_mayottensis,Mayotte Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus semitorques,Otus_semitorques,Japanese Scops Owl,IOC27,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus scops,Otus_scops,Common Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus sagittatus,Otus_sagittatus,White-fronted Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus rutilus,Otus_rutilus,Malagasy Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus rufescens,Otus_rufescens,Reddish Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus lettia,Otus_lettia,Collared Scops Owl,IOC27,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus longicornis,Otus_longicornis,Luzon Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus mirus,Otus_mirus,Mindanao Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus senegalensis,Otus_senegalensis,African Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus mantananensis,Otus_mantananensis,Mantanani Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus leucotis,Otus_leucotis,White-faced Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus megalotis,Otus_megalotis,Philippine Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus mentawi,Otus_mentawi,Mentawai Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus mindorensis,Otus_mindorensis,Mindoro Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus podarginus,Otus_podarginus,Palau Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus pembaensis,Otus_pembaensis,Pemba Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus pauliani,Otus_pauliani,Grand Comoro Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus icterorhynchus,Otus_icterorhynchus,Sandy Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus moheliensis,Otus_moheliensis,Moheli Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus manadensis,Otus_manadensis,Sulawesi Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus magicus,Otus_magicus,Moluccan Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus umbra,Otus_umbra,Simeulue Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus insularis,Otus_insularis,Seychelles Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus thilohoffmanni,Otus_thilohoffmanni,Serendib Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus siaoensis,Otus_siaoensis,Siau Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus sunia,Otus_sunia,Oriental Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus spilocephalus,Otus_spilocephalus,Mountain Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus silvicola,Otus_silvicola,Wallace's Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus ireneae,Otus_ireneae,Sokoke Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Otus lempiji,Otus_lempiji,Sunda Scops Owl,IOC27,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix seloputo,Strix_seloputo,Spotted Wood-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix woodfordii,Strix_woodfordii,African Wood-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix fulvescens,Strix_fulvescens,Fulvous Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix chacoensis,Strix_chacoensis,Chaco Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Scotopelia ussheri,Scotopelia_ussheri,Rufous Fishing-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix occidentalis,Strix_occidentalis,Spotted Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix huhula,Strix_huhula,Black-banded Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix rufipes,Strix_rufipes,Rufous-legged Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix albitarsis,Strix_albitarsis,Rufous-banded Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix uralensis,Strix_uralensis,Ural Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix varia,Strix_varia,Barred Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix virgata,Strix_virgata,Mottled Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix butleri,Strix_butleri,Hume's Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix aluco,Strix_aluco,Tawny Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix ocellata,Strix_ocellata,Mottled Wood-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix leptogrammica,Strix_leptogrammica,Brown Wood-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Uroglaux dimorpha,Uroglaux_dimorpha,Papuan Hawk-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix nebulosa,Strix_nebulosa,Great Grey Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix nigrolineata,Strix_nigrolineata,Black-and-white Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Scotopelia bouvieri,Scotopelia_bouvieri,Vermiculated Fishing-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Scotopelia peli,Scotopelia_peli,Pel's Fishing-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Surnia ulula,Surnia_ulula,Northern Hawk Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix hylophila,Strix_hylophila,Rusty-barred Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Xenoglaux loweryi,Xenoglaux_loweryi,Long-whiskered Owlet,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Strix davidi,Strix_davidi,Pere David's Owl,IOC27,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo sumatranus,Bubo_sumatranus,Barred Eagle-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo nipalensis,Bubo_nipalensis,Spot-bellied Eagle-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo poensis,Bubo_poensis,Fraser's Eagle-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo shelleyi,Bubo_shelleyi,Shelley's Eagle-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo virginianus,Bubo_virginianus,Great Horned Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo vosseleri,Bubo_vosseleri,Usambara Eagle-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo leucostictus,Bubo_leucostictus,Akun Eagle-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo ascalaphus,Bubo_ascalaphus,Pharaoh Eagle-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo scandiaca,Bubo_scandiaca,Snowy Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo lacteus,Bubo_lacteus,Giant Eagle-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo coromandus,Bubo_coromandus,Dusky Eagle-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo cinerascens,Bubo_cinerascens,Greyish Eagle-Owl,IOC27,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo capensis,Bubo_capensis,Cape Eagle-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo bubo,Bubo_bubo,Eurasian Eagle-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Aegolius funereus,Aegolius_funereus,Boreal Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Aegolius acadicus,Aegolius_acadicus,Northern Saw-whet Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo philippensis,Bubo_philippensis,Philippine Eagle-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo africanus,Bubo_africanus,Spotted Eagle-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Asio stygius,Asio_stygius,Stygian Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Athene brama,Athene_brama,Spotted Owlet,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Athene noctua,Athene_noctua,Little Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo bengalensis,Bubo_bengalensis,Rock Eagle-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Aegolius ridgwayi,Aegolius_ridgwayi,Southern Saw-whet Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Asio otus,Asio_otus,Long-eared Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Asio madagascariensis,Asio_madagascariensis,Madagascar Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Asio flammeus,Asio_flammeus,Short-eared Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Asio capensis,Asio_capensis,Marsh Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Asio abyssinicus,Asio_abyssinicus,Abyssinian Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Athene cunicularia,Athene_cunicularia,Burrowing Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Bubo magellanicus,Bubo_magellanicus,Lesser Horned Owl,IOC27,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Aegolius harrisii,Aegolius_harrisii,Buff-fronted Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium griseiceps,Glaucidium_griseiceps,Central American Pygmy-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium jardinii,Glaucidium_jardinii,Andean Pygmy-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium californicum,Glaucidium_californicum,Northern Pygmy Owl,IOC27,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium hardyi,Glaucidium_hardyi,Amazonian Pygmy-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium gnoma,Glaucidium_gnoma,Northern Pygmy-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium cuculoides,Glaucidium_cuculoides,Asian Barred Owlet,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Heteroglaux blewitti,Heteroglaux_blewitti,Forest Owlet,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium costaricanum,Glaucidium_costaricanum,Costa Rican Pygmy-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium minutissimum,Glaucidium_minutissimum,Least Pygmy-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium brodiei,Glaucidium_brodiei,Collared Owlet,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops trichopsis,Megascops_trichopsis,Whiskered Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops watsonii,Megascops_watsonii,Tawny-bellied Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops guatemalae,Megascops_guatemalae,Vermiculated Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Lophostrix cristata,Lophostrix_cristata,Crested Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Micrathene whitneyi,Micrathene_whitneyi,Elf Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium albertinum,Glaucidium_albertinum,Albertine Owlet,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium castaneum,Glaucidium_castaneum,Chestnut Owlet,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium brasilianum,Glaucidium_brasilianum,Ferruginous Pygmy-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ketupa flavipes,Ketupa_flavipes,Tawny Fish-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium capense,Glaucidium_capense,African Barred Owlet,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium mooreorum,Glaucidium_mooreorum,Pernambuco Pygmy-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium castanonotum,Glaucidium_castanonotum,Chestnut-backed Owlet,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium castanopterum,Glaucidium_castanopterum,Javan Owlet,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ketupa zeylonensis,Ketupa_zeylonensis,Brown Fish-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ketupa ketupu,Ketupa_ketupu,Buffy Fish-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops cooperi,Megascops_cooperi,Pacific Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium bolivianum,Glaucidium_bolivianum,Yungas Pygmy-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops albogularis,Megascops_albogularis,White-throated Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Jubula lettii,Jubula_lettii,Maned Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops colombianus,Megascops_colombianus,Colombian Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops clarkii,Megascops_clarkii,Bare-shanked Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium nanum,Glaucidium_nanum,Austral Pygmy-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops roboratus,Megascops_roboratus,West Peruvian Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium passerinum,Glaucidium_passerinum,Eurasian Pygmy-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops choliba,Megascops_choliba,Tropical Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops barbarus,Megascops_barbarus,Bearded Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Mimizuku gurneyi,Mimizuku_gurneyi,Giant Scops-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops asio,Megascops_asio,Eastern Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops sanctaecatarinae,Megascops_sanctaecatarinae,Long-tufted Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Gymnoglaux lawrencii,Gymnoglaux_lawrencii,Bare-legged Owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops petersoni,Megascops_petersoni,Cinnamon Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops nudipes,Megascops_nudipes,Puerto Rican Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops marshalli,Megascops_marshalli,Cloud-forest Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops koepckeae,Megascops_koepckeae,Koepcke's Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops kennicottii,Megascops_kennicottii,Western Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops hoyi,Megascops_hoyi,Montane Forest Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops ingens,Megascops_ingens,Rufescent Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops atricapilla,Megascops_atricapilla,Black-capped Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium peruanum,Glaucidium_peruanum,Peruvian Pygmy-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Ketupa blakistoni,Ketupa_blakistoni,Blakiston's Fish-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium parkeri,Glaucidium_parkeri,Subtropical Pygmy-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium palmarum,Glaucidium_palmarum,Colima Pygmy-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium nubicola,Glaucidium_nubicola,Cloud-forest Pygmy-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Megascops seductus,Megascops_seductus,Balsas Screech-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium perlatum,Glaucidium_perlatum,Pearl-spotted Owlet,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium radiatum,Glaucidium_radiatum,Jungle Owlet,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium sanchezi,Glaucidium_sanchezi,Tamaulipas Pygmy-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium siju,Glaucidium_siju,Cuban Pygmy-owl,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium sjostedti,Glaucidium_sjostedti,Sjostedt's Owlet,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Glaucidium tephronotum,Glaucidium_tephronotum,Red-chested Owlet,BL3,Strigidae,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Phodilus badius,Phodilus_badius,Oriental Bay-owl,BL3,Tytonidae,Tytonidae,Barn owls,70,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Phodilus prigoginei,Phodilus_prigoginei,Congo Bay-owl,BL3,Tytonidae,Tytonidae,Barn owls,70,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Tyto tenebricosa,Tyto_tenebricosa,Sooty Owl,BL3,Tytonidae,Tytonidae,Barn owls,70,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Tyto sororcula,Tyto_sororcula,Lesser Masked-owl,BL3,Tytonidae,Tytonidae,Barn owls,70,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Tyto novaehollandiae,Tyto_novaehollandiae,Australian Masked-owl,BL3,Tytonidae,Tytonidae,Barn owls,70,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Tyto nigrobrunnea,Tyto_nigrobrunnea,Taliabu Masked-owl,BL3,Tytonidae,Tytonidae,Barn owls,70,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Tyto longimembris,Tyto_longimembris,Eastern Grass-owl,BL3,Tytonidae,Tytonidae,Barn owls,70,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Tyto soumagnei,Tyto_soumagnei,Madagascar Red Owl,BL3,Tytonidae,Tytonidae,Barn owls,70,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
Tyto inexspectata,Tyto_inexspectata,Sulawesi Golden Owl,BL3,Tytonidae,Tytonidae,Barn owls,70,STRIGIFORMES,NONPASSERIFORMES,Owls,Owls (none),
