Scientific,TipLabel,English,Taxonomy,Patch Clade,BLFamilyLatin,BLFamilyEnglish,FamSequID,Order,OscSubOsc,Jarvis_patch,Jarvis_superorder,Notes
Buteogallus meridionalis,Buteogallus_meridionalis,Savanna Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter francesiae,Accipiter_francesiae,Frances's Sparrowhawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter gentilis,Accipiter_gentilis,Northern Goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter griseiceps,Accipiter_griseiceps,Sulawesi Goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter gularis,Accipiter_gularis,Japanese Sparrowhawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter gundlachi,Accipiter_gundlachi,Gundlach's Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter toussenelii,Accipiter_toussenelii,Red-chested Goshawk,IOC27,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter trinotatus,Accipiter_trinotatus,Spot-tailed Goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter tachiro,Accipiter_tachiro,African Goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter rufitorques,Accipiter_rufitorques,Fiji Goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter haplochrous,Accipiter_haplochrous,White-bellied Goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Aquila heliaca,Aquila_heliaca,Eastern Imperial Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Aquila nipalensis,Aquila_nipalensis,Steppe Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Aquila pomarina,Aquila_pomarina,Lesser Spotted Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Aquila rapax,Aquila_rapax,Tawny Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter striatus,Accipiter_striatus,Sharp-shinned Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Aquila wahlbergi,Aquila_wahlbergi,Wahlberg's Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter rhodogaster,Accipiter_rhodogaster,Vinous-breasted Sparrowhawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteogallus gundlachii,Buteogallus_gundlachii,Cuban Black Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter ventralis,Accipiter_ventralis,Plain-breasted Hawk,IOC27,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo solitarius,Buteo_solitarius,Hawaiian Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter rufiventris,Accipiter_rufiventris,Rufous-chested Sparrowhawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Aquila verreauxii,Aquila_verreauxii,Verreaux's Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter fasciatus,Accipiter_fasciatus,Brown Goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Aquila hastata,Aquila_hastata,Indian Spotted Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter poliogaster,Accipiter_poliogaster,Gray-bellied Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo lagopus,Buteo_lagopus,Rough-legged Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter brevipes,Accipiter_brevipes,Levant Sparrowhawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo swainsoni,Buteo_swainsoni,Swainson's Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter albogularis,Accipiter_albogularis,Pied Goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter minullus,Accipiter_minullus,Little Sparrowhawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter meyerianus,Accipiter_meyerianus,Meyer's Goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter melanoleucus,Accipiter_melanoleucus,Black Goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo brachypterus,Buteo_brachypterus,Madagascar Buzzard,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo leucorrhous,Buteo_leucorrhous,White-rumped Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo magnirostris,Buteo_magnirostris,Roadside Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo jamaicensis,Buteo_jamaicensis,Red-tailed Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo hemilasius,Buteo_hemilasius,Upland Buzzard,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circus maillardi,Circus_maillardi,Reunion Harrier,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo galapagoensis,Buteo_galapagoensis,Galapagos Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo archeri,Buteo_archeri,Archer's Buzzard,IOC27,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo brachyurus,Buteo_brachyurus,Short-tailed Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo lineatus,Buteo_lineatus,Red-shouldered Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter novaehollandiae,Accipiter_novaehollandiae,Grey Goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Chelictinia riocourii,Chelictinia_riocourii,African Swallow-tailed Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo rufofuscus,Buteo_rufofuscus,Jackal Buzzard,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo rufinus,Buteo_rufinus,Long-legged Buzzard,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo ridgwayi,Buteo_ridgwayi,Ridgway's Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo regalis,Buteo_regalis,Ferruginous Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo polyosoma,Buteo_polyosoma,Red-backed Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter brachyurus,Accipiter_brachyurus,New Britain Sparrowhawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter nisus,Accipiter_nisus,Eurasian Sparrowhawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter bicolor,Accipiter_bicolor,Bicoloured Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Aegypius monachus,Aegypius_monachus,Cinereous Vulture,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter nanus,Accipiter_nanus,Small Sparrowhawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter ovampensis,Accipiter_ovampensis,Ovampo Sparrowhawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo platypterus,Buteo_platypterus,Broad-winged Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo oreophilus,Buteo_oreophilus,Mountain Buzzard,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo nitidus,Buteo_nitidus,Grey Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo buteo,Buteo_buteo,Common Buzzard,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter badius,Accipiter_badius,Shikra,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circus melanoleucos,Circus_melanoleucos,Pied Harrier,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circus buffoni,Circus_buffoni,Long-winged Harrier,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter luteoschistaceus,Accipiter_luteoschistaceus,Slaty-mantled Sparrowhawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circus cyaneus,Circus_cyaneus,Northern Harrier,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo auguralis,Buteo_auguralis,Red-necked Buzzard,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter castanilius,Accipiter_castanilius,Chestnut-flanked Sparrowhawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter butleri,Accipiter_butleri,Nicobar Sparrowhawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circus macrourus,Circus_macrourus,Pallid Harrier,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circus maurus,Circus_maurus,Black Harrier,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter chilensis,Accipiter_chilensis,Chilean Hawk,IOC27,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter imitator,Accipiter_imitator,Imitator Sparrowhawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circus pygargus,Circus_pygargus,Montagu's Harrier,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circus ranivorus,Circus_ranivorus,African Marsh-harrier,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circus spilonotus,Circus_spilonotus,Eastern Marsh-harrier,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter madagascariensis,Accipiter_madagascariensis,Madagascar Sparrowhawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteogallus anthracinus,Buteogallus_anthracinus,Common Black-hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter trivirgatus,Accipiter_trivirgatus,Crested Goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circaetus beaudouini,Circaetus_beaudouini,Beaudouin's Snake-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter melanochlamys,Accipiter_melanochlamys,Black-mantled Goshawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo augur,Buteo_augur,Augur Buzzard,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Accipiter chionogaster,Accipiter_chionogaster,White-breasted Hawk,IOC27,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circus cinereus,Circus_cinereus,Cinereous Harrier,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteogallus aequinoctialis,Buteogallus_aequinoctialis,Rufous Crab-hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circus assimilis,Circus_assimilis,Spotted Harrier,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circaetus cinerascens,Circaetus_cinerascens,Banded Snake-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circaetus cinereus,Circaetus_cinereus,Brown Snake-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circaetus fasciolatus,Circaetus_fasciolatus,Southern Banded Snake-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circaetus gallicus,Circaetus_gallicus,Short-toed Snake-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circaetus pectoralis,Circaetus_pectoralis,Black-chested Snake-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circus aeruginosus,Circus_aeruginosus,Western Marsh-harrier,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Circus approximans,Circus_approximans,Swamp Harrier,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Buteo ventralis,Buteo_ventralis,Rufous-tailed Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Ictinia mississippiensis,Ictinia_mississippiensis,Mississippi Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Ictinia plumbea,Ictinia_plumbea,Plumbeous Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Haliaeetus leucogaster,Haliaeetus_leucogaster,White-bellied Sea-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Gyps himalayensis,Gyps_himalayensis,Himalayan Vulture,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Gyps indicus,Gyps_indicus,Indian Vulture,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Gyps rueppellii,Gyps_rueppellii,Rueppell's Vulture,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Gyps tenuirostris,Gyps_tenuirostris,Slender-billed Vulture,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Haliaeetus leucocephalus,Haliaeetus_leucocephalus,Bald Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Ictinaetus malayensis,Ictinaetus_malayensis,Black Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Milvus milvus,Milvus_milvus,Red Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Hieraaetus weiskei,Hieraaetus_weiskei,New Guinea Hawk-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Macheiramphus alcinus,Macheiramphus_alcinus,Bat Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Haliastur indus,Haliastur_indus,Brahminy Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Haliaeetus vociferoides,Haliaeetus_vociferoides,Madagascar Fish-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Haliaeetus vocifer,Haliaeetus_vocifer,African Fish-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Haliaeetus pelagicus,Haliaeetus_pelagicus,Steller's Sea-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Kaupifalco monogrammicus,Kaupifalco_monogrammicus,Lizard Buzzard,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Haliaeetus leucoryphus,Haliaeetus_leucoryphus,Pallas's Fish-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Milvus migrans,Milvus_migrans,Black Kite,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Dryotriorchis spectabilis,Dryotriorchis_spectabilis,Congo Serpent-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Haliaeetus sanfordi,Haliaeetus_sanfordi,Sanford's Sea-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Gyps fulvus,Gyps_fulvus,Griffon Vulture,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Ichthyophaga humilis,Ichthyophaga_humilis,Lesser Fish-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Ichthyophaga ichthyaetus,Ichthyophaga_ichthyaetus,Grey-headed Fish-eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Gyps coprotheres,Gyps_coprotheres,Cape Vulture,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Leucopternis plumbeus,Leucopternis_plumbeus,Plumbeous Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Geranospiza caerulescens,Geranospiza_caerulescens,Crane Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Leucopternis princeps,Leucopternis_princeps,Barred Hawk,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Lophaetus occipitalis,Lophaetus_occipitalis,Long-crested Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Harpyopsis novaeguineae,Harpyopsis_novaeguineae,New Guinea Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Harpyhaliaetus solitarius,Harpyhaliaetus_solitarius,Solitary Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
Harpyhaliaetus coronatus,Harpyhaliaetus_coronatus,Crowned Eagle,BL3,Accipitridae,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,Eagles,Accipitrimorphae,
